name_en,name_ar,industry_code,website,careers_url,careers_url_ar,linkedin_url,notes
King Salman Humanitarian Aid and Relief Centre,مركز الملك سلمان للإغاثة,ngo,https://www.ksrelief.org,,,https://www.linkedin.com/company/ksrelief/,Humanitarian
# --- Conglomerates --------------------------------------------------------
Olayan Financing Company,شركة العليان المالية,conglomerate,https://www.olayan.com,,,https://www.linkedin.com/company/olayan-group/,Conglomerate
Al-Faisaliah Group,مجموعة الفيصلية,conglomerate,https://www.alfaisaliah.com,,,https://www.linkedin.com/company/alfaisaliah-group/,Conglomerate
Abdul Latif Jameel Holding,القابضة لعبداللطيف جميل,conglomerate,https://www.alj.com,https://careers.alj.com/en/?locale=en_US,,https://www.linkedin.com/company/abdul-latif-jameel/,Conglomerate
A.A. Turki Corporation (ATCO),مؤسسة عبدالعزيز تركي,conglomerate,https://www.atco.com.sa,,,,Conglomerate
Astra Industrial,أسترا الصناعية,manufacturing,https://www.astra.com.sa,https://careers.astra.com.sa/Astra/OnlineApp/Home/Index?ReturnPage=None,,,TASI conglomerate
Saudi Industrial Investment Group (SIIG),المجموعة السعودية للاستثمار الصناعي,investment,https://www.siig.com.sa,,,,TASI holding
Saudi Industrial Services (SISCO),الخدمات الصناعية السعودية,investment,https://www.sisco.com.sa,,,,TASI
# --- Agriculture ---------------------------------------------------------
NADEC,نادك,agriculture,https://www.nadec.com.sa,,,https://www.linkedin.com/company/nadec/,Agriculture TASI
Tabuk Agriculture Development Co (TADCO),التنمية الزراعية بتبوك تادكو,agriculture,https://www.tadco.com.sa,,,,TASI agriculture
Halib Al-Safi,حليب الصافي,agriculture,https://www.alsafi.com.sa,,,https://www.linkedin.com/company/safi-danone/,Dairy
Pure Harvest Saudi Arabia,بيور هارفست السعودية,agriculture,https://pureharvest.com,,,https://www.linkedin.com/company/pure-harvest-smart-farms/,Indoor farming
# --- .sa domain coverage additions ----------------------------------------
Saudi Energy (Saudi Electricity Company),السعودية للطاقة,utilities,https://www.se.com.sa,https://www.se.com.sa/en/careers/,https://www.se.com.sa/Careers/,,Electricity utility formerly SEC
National Water Company (NWC),شركة المياه الوطنية,utilities,https://www.nwc.com.sa,https://www.nwc.com.sa/EN/OurCompany/Careers/pages/default.aspx,,,Water and wastewater utility
Saudi Water Authority (SWA),الهيئة السعودية للمياه,government,https://www.swa.gov.sa,https://swaprd.atit.sa/en/jadarat,https://swaprd.atit.sa/ar/jadarat,,Water authority
Saudi Electricity Regulatory Authority (SERA),الهيئة السعودية لتنظيم الكهرباء,government,https://www.sera.gov.sa,https://www.sera.gov.sa/en/jadarat,https://www.sera.gov.sa/ar/jadarat,,Electricity regulator
Marafiq,مرافق,utilities,https://www.marafiq.com.sa,,,,Power and water utility for Jubail and Yanbu
National Energy Services Company (Tarshid),الشركة الوطنية لخدمات كفاءة الطاقة,energy,https://www.tarshid.com.sa,https://www.tarshid.com.sa/en/jobs,https://www.tarshid.com.sa/ar/jobs,,PIF energy services
Saudi Energy Efficiency Center (SEEC),المركز السعودي لكفاءة الطاقة,government,https://www.seec.gov.sa,https://www.seec.gov.sa/en/careers,https://www.seec.gov.sa/ar/careers,,Energy efficiency center
MATARAT Holding,مطارات القابضة,transport,https://matarat.com.sa,https://careers.matarat.com.sa/,https://careers.matarat.com.sa/?locale=ar_SA,,Airport holding company
Riyadh Airports Company,شركة مطارات الرياض,transport,https://www.riyadhairports.com,,,,Airport operator
Jeddah Airports Company,شركة مطارات جدة,transport,,https://career.jeddahairports.sa/,https://career.jeddahairports.sa/ar/,,Airport operator
Dammam Airports Company,شركة مطارات الدمام,transport,https://daco.sa,https://careers.daco.sa/,https://careers.daco.sa/ar/,,Airport operator
Cluster2 Airports Company,شركة تجمع مطارات الثاني,transport,,https://careers.matarat.com.sa/Cluster2/,https://careers.matarat.com.sa/Cluster2/?locale=ar_SA,,Regional airport operator
Saudi Air Navigation Services (SANS),شركة خدمات الملاحة الجوية السعودية,transport,https://www.sans.com.sa,,,,Air navigation services
Saudi Tadawul Group,مجموعة تداول السعودية,investment,https://www.tadawulgroup.sa,https://careers.tadawulgroup.sa/jobs,,,Capital markets infrastructure
Capital Market Authority (CMA),هيئة السوق المالية,government,https://cma.org.sa,https://careers.cma.gov.sa/en/,https://careers.cma.gov.sa/,,Capital markets regulator
National Development Fund (NDF),صندوق التنمية الوطني,investment,https://ndf.gov.sa,,,,Development finance
Tourism Development Fund,صندوق التنمية السياحي,investment,https://www.tdf.gov.sa,https://www.tdf.gov.sa/en/careers,,,Tourism finance
Saudi EXIM Bank,بنك التصدير والاستيراد السعودي,banking,https://saudiexim.gov.sa,,,,Export credit bank
Agricultural Development Fund,صندوق التنمية الزراعية,investment,https://adf.gov.sa,https://adf.gov.sa/en/EmploymentRequests/Pages/default.aspx,,,Development finance
Cultural Development Fund,الصندوق الثقافي,investment,https://www.cdf.gov.sa/en,,,,Cultural finance
Digital Government Authority (DGA),هيئة الحكومة الرقمية,government,https://dga.gov.sa,https://career.dga.gov.sa/,https://career.dga.gov.sa/ar/,,Digital government authority
Monsha'at,منشآت,government,https://www.monshaat.gov.sa,https://careers.monshaat.gov.sa/en/,https://careers.monshaat.gov.sa/ar/,,SME authority
MODON,مدن,government,https://modon.gov.sa,https://careers.modon.gov.sa/,,,Industrial cities authority
EXPRO,هيئة كفاءة الإنفاق والمشروعات الحكومية,government,https://expro.gov.sa,https://careers.expro.gov.sa/?locale=en_US,https://careers.expro.gov.sa/?locale=ar_SA,,Government expenditure and project efficiency
LCGPA,هيئة المحتوى المحلي والمشتريات الحكومية,government,https://lcgpa.gov.sa,,,,Local content and procurement authority
NCGR,المركز الوطني لنظم الموارد الحكومية,government,https://www.ncgr.gov.sa,,,,Government resource systems
National Center for Privatization (NCP),المركز الوطني للتخصيص,government,https://www.ncp.gov.sa,,,,Privatization center
Education & Training Evaluation Commission (ETEC),هيئة تقويم التعليم والتدريب,government,https://etec.gov.sa,,,,Education evaluation authority
Technical and Vocational Training Corporation (TVTC),المؤسسة العامة للتدريب التقني والمهني,education,https://tvtc.gov.sa,,,,Technical and vocational training
General Organization for Social Insurance (GOSI),المؤسسة العامة للتأمينات الاجتماعية,government,https://www.gosi.gov.sa,,,,Social insurance
TAWAL,توال,telecom,https://www.tawal.com.sa,https://www.tawal.com.sa/en/team,https://www.tawal.com.sa/ar/team,,Telecom towers
Saudi Cloud Computing Company (sccc by stc),الشركة السعودية للحوسبة السحابية,tech_software,https://www.sccc.sa,,,,Sovereign cloud by stc
SAFE National Security Services,الشركة الوطنية للخدمات الأمنية,security_services,https://www.safesecurity.sa,https://www.safesecurity.sa/en/career/Pages/about-careers.aspx,https://www.safesecurity.sa/ar/career/pages/about-careers.aspx,,PIF security services
Nahdi Medical Company,شركة النهدي الطبية,healthcare,https://nahdi.sa,https://careers.nahdi.sa/,,,Pharmacy and healthcare TASI
National Gas and Industrialization Company (GASCO),شركة الغاز والتصنيع الأهلية,energy,https://gasco.com.sa,,,,Gas distribution TASI
El-Seif Engineering Contracting,السيف مهندسون مقاولون,construction,https://www.el-seif.com.sa,,,,Construction
Retal Urban Development,رتال للتطوير العمراني,real_estate,https://www.retal.com.sa,,,,Real estate developer TASI
Jabal Omar Development Company,شركة جبل عمر للتطوير,real_estate,https://jabalomar.com.sa,,,,Makkah real estate development
Sela,صلة,entertainment,https://sela.sa,,,,Events and sports
